"","date","country","infections","day"
"777",2020-04-29,"South Africa",4996,42
"778",2020-04-30,"South Africa",5350,43
"779",2020-05-01,"South Africa",5647,44
"780",2020-05-02,"South Africa",5951,45
"781",2020-05-03,"South Africa",6336,46
"782",2020-05-04,"South Africa",6783,47
"783",2020-05-05,"South Africa",7220,48
"784",2020-05-06,"South Africa",7572,49
"785",2020-05-07,"South Africa",7808,50
"786",2020-05-08,"South Africa",8232,51
"787",2020-05-09,"South Africa",8895,52
"788",2020-05-10,"South Africa",9420,53
"789",2020-05-11,"South Africa",10015,54
"790",2020-05-12,"South Africa",10652,55
"791",2020-05-13,"South Africa",11350,56
"792",2020-05-14,"South Africa",12074,57
"793",2020-05-15,"South Africa",12739,58
"794",2020-05-16,"South Africa",13524,59
"795",2020-05-17,"South Africa",14355,60
"796",2020-05-18,"South Africa",15515,61
"797",2020-05-19,"South Africa",16433,62
"798",2020-05-20,"South Africa",17200,63
"799",2020-05-21,"South Africa",18003,64
"800",2020-05-22,"South Africa",19137,65
"801",2020-05-23,"South Africa",20125,66
"802",2020-05-24,"South Africa",21343,67
"803",2020-05-25,"South Africa",22583,68
"804",2020-05-26,"South Africa",23615,69
"805",2020-05-27,"South Africa",24264,70
"806",2020-05-28,"South Africa",25937,71
"807",2020-05-29,"South Africa",27403,72
"808",2020-05-30,"South Africa",29240,73
"809",2020-05-31,"South Africa",30967,74
"810",2020-06-01,"South Africa",32683,75
"811",2020-06-02,"South Africa",34357,76
"812",2020-06-03,"South Africa",35812,77
"813",2020-06-04,"South Africa",37525,78
"814",2020-06-05,"South Africa",40792,79
"815",2020-06-06,"South Africa",43434,80
"816",2020-06-07,"South Africa",45973,81
"817",2020-06-08,"South Africa",48285,82
"818",2020-06-09,"South Africa",50879,83
"819",2020-06-10,"South Africa",52991,84
"820",2020-06-11,"South Africa",55421,85
"821",2020-06-12,"South Africa",58568,86
"822",2020-06-13,"South Africa",61927,87
"823",2020-06-14,"South Africa",65736,88
"824",2020-06-15,"South Africa",70038,89
"825",2020-06-16,"South Africa",73533,90
"826",2020-03-07,"Sweden",137,1
"827",2020-03-08,"Sweden",161,2
"828",2020-03-09,"Sweden",203,3
"829",2020-03-10,"Sweden",248,4
"830",2020-03-11,"Sweden",326,5
"831",2020-03-12,"Sweden",462,6
"832",2020-03-13,"Sweden",620,7
"833",2020-03-14,"Sweden",775,8
"834",2020-03-15,"Sweden",924,9
"835",2020-03-16,"Sweden",1032,10
"836",2020-03-17,"Sweden",1121,11
"837",2020-03-18,"Sweden",1167,12
"838",2020-03-19,"Sweden",1301,13
"839",2020-03-20,"Sweden",1423,14
"840",2020-03-21,"Sweden",1623,15
"841",2020-03-22,"Sweden",1746,16
"842",2020-03-23,"Sweden",1906,17
"843",2020-03-24,"Sweden",2016,18
"844",2020-03-25,"Sweden",2272,19
"845",2020-03-26,"Sweden",2510,20
"846",2020-03-27,"Sweden",2806,21
"847",2020-03-28,"Sweden",3046,22
"848",2020-03-29,"Sweden",3447,23
"849",2020-03-30,"Sweden",3700,24
"850",2020-03-31,"Sweden",4028,25
"851",2020-04-01,"Sweden",4435,26
"852",2020-04-02,"Sweden",4947,27
"853",2020-04-03,"Sweden",5466,28
"854",2020-04-04,"Sweden",6078,29
"855",2020-04-05,"Sweden",6443,30
"856",2020-04-06,"Sweden",6830,31
"857",2020-04-07,"Sweden",7206,32
"858",2020-04-08,"Sweden",7693,33
"859",2020-04-09,"Sweden",8419,34
"860",2020-04-10,"Sweden",9141,35
"861",2020-04-11,"Sweden",9685,36
"862",2020-04-12,"Sweden",10151,37
"863",2020-04-13,"Sweden",10483,38
"864",2020-04-14,"Sweden",10948,39
"865",2020-04-15,"Sweden",11445,40
"866",2020-04-16,"Sweden",11927,41
"867",2020-04-17,"Sweden",12540,42
"868",2020-04-18,"Sweden",13216,43
"869",2020-04-19,"Sweden",13822,44
"870",2020-04-20,"Sweden",14385,45
"871",2020-04-21,"Sweden",14777,46
"872",2020-04-22,"Sweden",15322,47
"873",2020-04-23,"Sweden",16004,48
"874",2020-04-24,"Sweden",16755,49
"875",2020-04-25,"Sweden",17567,50
"876",2020-04-26,"Sweden",18177,51
"877",2020-04-27,"Sweden",18640,52
"878",2020-04-28,"Sweden",18926,53
"879",2020-04-29,"Sweden",19621,54
"880",2020-04-30,"Sweden",20302,55
"881",2020-05-01,"Sweden",21092,56
"882",2020-05-02,"Sweden",21520,57
"883",2020-05-03,"Sweden",22082,58
"884",2020-05-04,"Sweden",22317,59
"885",2020-05-05,"Sweden",22721,60
"886",2020-05-06,"Sweden",23216,61
"887",2020-05-07,"Sweden",23918,62
"888",2020-05-08,"Sweden",24623,63
"889",2020-05-09,"Sweden",25265,64
"890",2020-05-10,"Sweden",25921,65
"891",2020-05-11,"Sweden",26322,66
"892",2020-05-12,"Sweden",26670,67
"893",2020-05-13,"Sweden",27272,68
"894",2020-05-14,"Sweden",27909,69
"895",2020-05-15,"Sweden",28582,70
"896",2020-05-16,"Sweden",29207,71
"897",2020-05-17,"Sweden",29677,72
"898",2020-05-18,"Sweden",30143,73
"899",2020-05-19,"Sweden",30377,74
"900",2020-05-20,"Sweden",30799,75
"901",2020-05-21,"Sweden",31523,76
"902",2020-05-22,"Sweden",32172,77
"903",2020-05-23,"Sweden",32809,78
"904",2020-05-24,"Sweden",33188,79
"905",2020-05-25,"Sweden",33459,80
"906",2020-05-26,"Sweden",33843,81
"907",2020-05-27,"Sweden",34440,82
"908",2020-05-28,"Sweden",35088,83
"909",2020-05-29,"Sweden",35727,84
"910",2020-05-30,"Sweden",36476,85
"911",2020-05-31,"Sweden",37113,86
"912",2020-06-01,"Sweden",37542,87
"913",2020-06-02,"Sweden",37814,88
"914",2020-06-03,"Sweden",38589,89
"915",2020-06-04,"Sweden",40803,90
"916",2020-06-05,"Sweden",41883,91
"917",2020-06-06,"Sweden",42939,92
"918",2020-06-07,"Sweden",43887,93
"919",2020-06-08,"Sweden",44730,94
"920",2020-06-09,"Sweden",45133,95
"921",2020-06-10,"Sweden",45924,96
"922",2020-06-11,"Sweden",46814,97
"923",2020-06-12,"Sweden",48288,98
"924",2020-06-13,"Sweden",49684,99
"925",2020-06-14,"Sweden",50931,100
"926",2020-06-15,"Sweden",51614,101
"927",2020-06-16,"Sweden",52383,102
"928",2020-03-06,"United Kingdom",115,1
"929",2020-03-07,"United Kingdom",163,2
"930",2020-03-08,"United Kingdom",206,3
"931",2020-03-09,"United Kingdom",273,4
"932",2020-03-10,"United Kingdom",321,5
"933",2020-03-11,"United Kingdom",373,6
"934",2020-03-12,"United Kingdom",456,7
"935",2020-03-13,"United Kingdom",590,8
"936",2020-03-14,"United Kingdom",707,9
"937",2020-03-15,"United Kingdom",1140,10
"938",2020-03-16,"United Kingdom",1391,11
"939",2020-03-17,"United Kingdom",1543,12
"940",2020-03-18,"United Kingdom",1950,13
"941",2020-03-19,"United Kingdom",2630,14
"942",2020-03-20,"United Kingdom",3277,15
"943",2020-03-21,"United Kingdom",3983,16
"944",2020-03-22,"United Kingdom",5018,17
"945",2020-03-23,"United Kingdom",5683,18
"946",2020-03-24,"United Kingdom",6650,19
"947",2020-03-25,"United Kingdom",8077,20
"948",2020-03-26,"United Kingdom",9529,21
"949",2020-03-27,"United Kingdom",11658,22
"950",2020-03-28,"United Kingdom",14543,23
"951",2020-03-29,"United Kingdom",17089,24
"952",2020-03-30,"United Kingdom",19522,25
"953",2020-03-31,"United Kingdom",22141,26
"954",2020-04-01,"United Kingdom",25150,27
"955",2020-04-02,"United Kingdom",29474,28
"956",2020-04-03,"United Kingdom",33718,29
"957",2020-04-04,"United Kingdom",38168,30
"958",2020-04-05,"United Kingdom",41903,31
"959",2020-04-06,"United Kingdom",47806,32
"960",2020-04-07,"United Kingdom",51608,33
"961",2020-04-08,"United Kingdom",55242,34
"962",2020-04-09,"United Kingdom",60733,35
"963",2020-04-10,"United Kingdom",65077,36
"964",2020-04-11,"United Kingdom",70272,37
"965",2020-04-12,"United Kingdom",78991,38
"966",2020-04-13,"United Kingdom",84279,39
"967",2020-04-14,"United Kingdom",88621,40
"968",2020-04-15,"United Kingdom",93873,41
"969",2020-04-16,"United Kingdom",98476,42
"970",2020-04-17,"United Kingdom",103093,43
"971",2020-04-18,"United Kingdom",108692,44
"972",2020-04-19,"United Kingdom",114217,45
"973",2020-04-20,"United Kingdom",120067,46
"974",2020-04-21,"United Kingdom",124743,47
"975",2020-04-22,"United Kingdom",129044,48
"976",2020-04-23,"United Kingdom",133495,49
"977",2020-04-24,"United Kingdom",138078,50
"978",2020-04-25,"United Kingdom",143464,51
"979",2020-04-26,"United Kingdom",148377,52
"980",2020-04-27,"United Kingdom",152840,53
"981",2020-04-28,"United Kingdom",157149,54
"982",2020-04-29,"United Kingdom",161145,55
"983",2020-04-30,"United Kingdom",165221,56
"984",2020-05-01,"United Kingdom",171253,57
"985",2020-05-02,"United Kingdom",177454,58
"986",2020-05-03,"United Kingdom",182260,59
"987",2020-05-04,"United Kingdom",186599,60
"988",2020-05-05,"United Kingdom",190584,61
"989",2020-05-06,"United Kingdom",194990,62
"990",2020-05-07,"United Kingdom",201201,63
"991",2020-05-08,"United Kingdom",206715,64
"992",2020-05-09,"United Kingdom",211364,65
"993",2020-05-10,"United Kingdom",215260,66
"994",2020-05-11,"United Kingdom",219183,67
"995",2020-05-12,"United Kingdom",223060,68
"996",2020-05-13,"United Kingdom",226463,69
"997",2020-05-14,"United Kingdom",229705,70
"998",2020-05-15,"United Kingdom",233151,71
"999",2020-05-16,"United Kingdom",236711,72
"1000",2020-05-17,"United Kingdom",240161,73
"1001",2020-05-18,"United Kingdom",243695,74
"1002",2020-05-19,"United Kingdom",246406,75
"1003",2020-05-20,"United Kingdom",248818,76
"1004",2020-05-21,"United Kingdom",248293,77
"1005",2020-05-22,"United Kingdom",250908,78
"1006",2020-05-23,"United Kingdom",254195,79
"1007",2020-05-24,"United Kingdom",257154,80
"1008",2020-05-25,"United Kingdom",259559,81
"1009",2020-05-26,"United Kingdom",261184,82
"1010",2020-05-27,"United Kingdom",265227,83
"1011",2020-05-28,"United Kingdom",267240,84
"1012",2020-05-29,"United Kingdom",269127,85
"1013",2020-05-30,"United Kingdom",271222,86
"1014",2020-05-31,"United Kingdom",272826,87
"1015",2020-06-01,"United Kingdom",274762,88
"1016",2020-06-02,"United Kingdom",276332,89
"1017",2020-06-03,"United Kingdom",277985,90
"1018",2020-06-04,"United Kingdom",279856,91
"1019",2020-06-05,"United Kingdom",281661,92
"1020",2020-06-06,"United Kingdom",283311,93
"1021",2020-06-07,"United Kingdom",284868,94
"1022",2020-06-08,"United Kingdom",286194,95
"1023",2020-06-09,"United Kingdom",287399,96
"1024",2020-06-10,"United Kingdom",289140,97
"1025",2020-06-11,"United Kingdom",290143,98
"1026",2020-06-12,"United Kingdom",291409,99
"1027",2020-06-13,"United Kingdom",292950,100
"1028",2020-06-14,"United Kingdom",294375,101
"1029",2020-06-15,"United Kingdom",295889,102
"1030",2020-06-16,"United Kingdom",296857,103
"1031",2020-03-03,"United States",103,1
"1032",2020-03-04,"United States",125,2
"1033",2020-03-05,"United States",159,3
"1034",2020-03-06,"United States",233,4
"1035",2020-03-07,"United States",338,5
"1036",2020-03-08,"United States",433,6
"1037",2020-03-09,"United States",554,7
"1038",2020-03-10,"United States",754,8
"1039",2020-03-11,"United States",1025,9
"1040",2020-03-12,"United States",1312,10
"1041",2020-03-13,"United States",1663,11
"1042",2020-03-14,"United States",2174,12
"1043",2020-03-15,"United States",2951,13
"1044",2020-03-16,"United States",3774,14
"1045",2020-03-17,"United States",4661,15
"1046",2020-03-18,"United States",6427,16
"1047",2020-03-19,"United States",9415,17
"1048",2020-03-20,"United States",14250,18
"1049",2020-03-21,"United States",19624,19
"1050",2020-03-22,"United States",26747,20
"1051",2020-03-23,"United States",35206,21
"1052",2020-03-24,"United States",46442,22
"1053",2020-03-25,"United States",55231,23
"1054",2020-03-26,"United States",69194,24
"1055",2020-03-27,"United States",85991,25
"1056",2020-03-28,"United States",104686,26
"1057",2020-03-29,"United States",124665,27
"1058",2020-03-30,"United States",143025,28
"1059",2020-03-31,"United States",164620,29
"1060",2020-04-01,"United States",189618,30
"1061",2020-04-02,"United States",216721,31
"1062",2020-04-03,"United States",245540,32
"1063",2020-04-04,"United States",277965,33
"1064",2020-04-05,"United States",312237,34
"1065",2020-04-06,"United States",337635,35
"1066",2020-04-07,"United States",368196,36
"1067",2020-04-08,"United States",398809,37
"1068",2020-04-09,"United States",432132,38
"1069",2020-04-10,"United States",466033,39
"1070",2020-04-11,"United States",501560,40
"1071",2020-04-12,"United States",529951,41
"1072",2020-04-13,"United States",557571,42
"1073",2020-04-14,"United States",582594,43
"1074",2020-04-15,"United States",609516,44
"1075",2020-04-16,"United States",639664,45
"1076",2020-04-17,"United States",671331,46
"1077",2020-04-18,"United States",702164,47
"1078",2020-04-19,"United States",735086,48
"1079",2020-04-20,"United States",759687,49
"1080",2020-04-21,"United States",787752,50
"1081",2020-04-22,"United States",825041,51
"1082",2020-04-23,"United States",842629,52
"1083",2020-04-24,"United States",869172,53
"1084",2020-04-25,"United States",890524,54
"1085",2020-04-26,"United States",939053,55
"1086",2020-04-27,"United States",965910,56
"1087",2020-04-28,"United States",988451,57
"1088",2020-04-29,"United States",1012583,58
"1089",2020-04-30,"United States",1039909,59
"1090",2020-05-01,"United States",1069826,60
"1091",2020-05-02,"United States",1103781,61
"1092",2020-05-03,"United States",1133069,62
"1093",2020-05-04,"United States",1158041,63
"1094",2020-05-05,"United States",1180634,64
"1095",2020-05-06,"United States",1204475,65
"1096",2020-05-07,"United States",1228603,66
"1097",2020-05-08,"United States",1256972,67
"1098",2020-05-09,"United States",1283929,68
"1099",2020-05-10,"United States",1309541,69
"1100",2020-05-11,"United States",1329799,70
"1101",2020-05-12,"United States",1347916,71
"1102",2020-05-13,"United States",1369964,72
"1103",2020-05-14,"United States",1390746,73
"1104",2020-05-15,"United States",1417889,74
"1105",2020-05-16,"United States",1443397,75
"1106",2020-05-17,"United States",1467884,76
"1107",2020-05-18,"United States",1486757,77
"1108",2020-05-19,"United States",1508598,78
"1109",2020-05-20,"United States",1528568,79
"1110",2020-05-21,"United States",1551853,80
"1111",2020-05-22,"United States",1577287,81
"1112",2020-05-23,"United States",1601434,82
"1113",2020-05-24,"United States",1622670,83
"1114",2020-05-25,"United States",1643238,84
"1115",2020-05-26,"United States",1662302,85
"1116",2020-05-27,"United States",1681212,86
"1117",2020-05-28,"United States",1699933,87
"1118",2020-05-29,"United States",1721750,88
"1119",2020-05-30,"United States",1747087,89
"1120",2020-05-31,"United States",1770384,90
"1121",2020-06-01,"United States",1790191,91
"1122",2020-06-02,"United States",1811277,92
"1123",2020-06-03,"United States",1831821,93
"1124",2020-06-04,"United States",1851520,94
"1125",2020-06-05,"United States",1872660,95
"1126",2020-06-06,"United States",1897838,96
"1127",2020-06-07,"United States",1920061,97
"1128",2020-06-08,"United States",1942363,98
"1129",2020-06-09,"United States",1961185,99
"1130",2020-06-10,"United States",1979850,100
"1131",2020-06-11,"United States",2000464,101
"1132",2020-06-12,"United States",2023347,102
"1133",2020-06-13,"United States",2048986,103
"1134",2020-06-14,"United States",2074526,104
"1135",2020-06-15,"United States",2094069,105
"1136",2020-06-16,"United States",2114026,106
