"","dateRep","day","month","year","cases","deaths","countriesAndTerritories","geoId","countryterritoryCode","popData2018","continentExp"
"3366","06/06/2020",6,6,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3367","05/06/2020",5,6,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3368","04/06/2020",4,6,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3369","03/06/2020",3,6,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3370","02/06/2020",2,6,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3371","01/06/2020",1,6,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3372","31/05/2020",31,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3373","30/05/2020",30,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3374","29/05/2020",29,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3375","28/05/2020",28,5,2020,0,1,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3376","27/05/2020",27,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3377","26/05/2020",26,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3378","25/05/2020",25,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3379","24/05/2020",24,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3380","23/05/2020",23,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3381","22/05/2020",22,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3382","21/05/2020",21,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3383","20/05/2020",20,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3384","19/05/2020",19,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3385","18/05/2020",18,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3386","17/05/2020",17,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3387","16/05/2020",16,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3388","15/05/2020",15,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3389","14/05/2020",14,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3390","13/05/2020",13,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3391","12/05/2020",12,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3392","11/05/2020",11,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3393","10/05/2020",10,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3394","09/05/2020",9,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3395","08/05/2020",8,5,2020,2,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3396","07/05/2020",7,5,2020,1,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3397","06/05/2020",6,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3398","05/05/2020",5,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3399","04/05/2020",4,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3400","03/05/2020",3,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3401","02/05/2020",2,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3402","01/05/2020",1,5,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3403","30/04/2020",30,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3404","29/04/2020",29,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3405","28/04/2020",28,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3406","27/04/2020",27,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3407","26/04/2020",26,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3408","25/04/2020",25,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3409","24/04/2020",24,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3410","23/04/2020",23,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3411","22/04/2020",22,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3412","21/04/2020",21,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3413","20/04/2020",20,4,2020,1,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3414","19/04/2020",19,4,2020,1,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3415","18/04/2020",18,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3416","17/04/2020",17,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3417","16/04/2020",16,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3418","15/04/2020",15,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3419","14/04/2020",14,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3420","13/04/2020",13,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3421","12/04/2020",12,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3422","11/04/2020",11,4,2020,1,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3423","10/04/2020",10,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3424","09/04/2020",9,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3425","08/04/2020",8,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3426","07/04/2020",7,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3427","06/04/2020",6,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3428","05/04/2020",5,4,2020,2,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3429","04/04/2020",4,4,2020,0,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3430","03/04/2020",3,4,2020,2,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3431","02/04/2020",2,4,2020,2,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3432","01/04/2020",1,4,2020,2,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3433","31/03/2020",31,3,2020,1,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3434","30/03/2020",30,3,2020,6,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3435","29/03/2020",29,3,2020,5,1,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3436","28/03/2020",28,3,2020,1,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3437","27/03/2020",27,3,2020,7,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3438","26/03/2020",26,3,2020,3,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3439","25/03/2020",25,3,2020,13,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3440","24/03/2020",24,3,2020,3,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3441","23/03/2020",23,3,2020,5,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3442","22/03/2020",22,3,2020,5,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3443","21/03/2020",21,3,2020,5,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3444","20/03/2020",20,3,2020,5,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3445","19/03/2020",19,3,2020,12,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3446","18/03/2020",18,3,2020,2,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3447","17/03/2020",17,3,2020,4,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3448","16/03/2020",16,3,2020,10,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3449","15/03/2020",15,3,2020,3,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3450","14/03/2020",14,3,2020,12,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3451","13/03/2020",13,3,2020,14,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3452","12/03/2020",12,3,2020,10,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3453","10/03/2020",10,3,2020,1,0,"Brunei_Darussalam","BN","BRN",428962,"Asia"
"3454","16/06/2020",16,6,2020,51,2,"Bulgaria","BG","BGR",7024216,"Europe"
"3455","15/06/2020",15,6,2020,24,2,"Bulgaria","BG","BGR",7024216,"Europe"
"3456","14/06/2020",14,6,2020,75,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3457","13/06/2020",13,6,2020,105,4,"Bulgaria","BG","BGR",7024216,"Europe"
"3458","12/06/2020",12,6,2020,197,1,"Bulgaria","BG","BGR",7024216,"Europe"
"3459","11/06/2020",11,6,2020,0,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3460","10/06/2020",10,6,2020,79,3,"Bulgaria","BG","BGR",7024216,"Europe"
"3461","09/06/2020",9,6,2020,83,4,"Bulgaria","BG","BGR",7024216,"Europe"
"3462","08/06/2020",8,6,2020,16,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3463","07/06/2020",7,6,2020,43,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3464","06/06/2020",6,6,2020,83,13,"Bulgaria","BG","BGR",7024216,"Europe"
"3465","05/06/2020",5,6,2020,0,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3466","04/06/2020",4,6,2020,47,3,"Bulgaria","BG","BGR",7024216,"Europe"
"3467","03/06/2020",3,6,2020,25,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3468","02/06/2020",2,6,2020,0,4,"Bulgaria","BG","BGR",7024216,"Europe"
"3469","01/06/2020",1,6,2020,0,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3470","31/05/2020",31,5,2020,14,1,"Bulgaria","BG","BGR",7024216,"Europe"
"3471","30/05/2020",30,5,2020,14,3,"Bulgaria","BG","BGR",7024216,"Europe"
"3472","29/05/2020",29,5,2020,25,3,"Bulgaria","BG","BGR",7024216,"Europe"
"3473","28/05/2020",28,5,2020,0,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3474","27/05/2020",27,5,2020,27,3,"Bulgaria","BG","BGR",7024216,"Europe"
"3475","26/05/2020",26,5,2020,0,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3476","25/05/2020",25,5,2020,25,4,"Bulgaria","BG","BGR",7024216,"Europe"
"3477","24/05/2020",24,5,2020,0,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3478","23/05/2020",23,5,2020,36,1,"Bulgaria","BG","BGR",7024216,"Europe"
"3479","22/05/2020",22,5,2020,41,5,"Bulgaria","BG","BGR",7024216,"Europe"
"3480","21/05/2020",21,5,2020,39,4,"Bulgaria","BG","BGR",7024216,"Europe"
"3481","20/05/2020",20,5,2020,33,4,"Bulgaria","BG","BGR",7024216,"Europe"
"3482","19/05/2020",19,5,2020,24,2,"Bulgaria","BG","BGR",7024216,"Europe"
"3483","18/05/2020",18,5,2020,24,2,"Bulgaria","BG","BGR",7024216,"Europe"
"3484","17/05/2020",17,5,2020,73,6,"Bulgaria","BG","BGR",7024216,"Europe"
"3485","16/05/2020",16,5,2020,38,3,"Bulgaria","BG","BGR",7024216,"Europe"
"3486","15/05/2020",15,5,2020,31,3,"Bulgaria","BG","BGR",7024216,"Europe"
"3487","14/05/2020",14,5,2020,46,1,"Bulgaria","BG","BGR",7024216,"Europe"
"3488","13/05/2020",13,5,2020,33,2,"Bulgaria","BG","BGR",7024216,"Europe"
"3489","12/05/2020",12,5,2020,25,2,"Bulgaria","BG","BGR",7024216,"Europe"
"3490","11/05/2020",11,5,2020,10,1,"Bulgaria","BG","BGR",7024216,"Europe"
"3491","10/05/2020",10,5,2020,44,2,"Bulgaria","BG","BGR",7024216,"Europe"
"3492","09/05/2020",9,5,2020,82,4,"Bulgaria","BG","BGR",7024216,"Europe"
"3493","08/05/2020",8,5,2020,51,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3494","07/05/2020",7,5,2020,89,6,"Bulgaria","BG","BGR",7024216,"Europe"
"3495","06/05/2020",6,5,2020,37,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3496","05/05/2020",5,5,2020,34,5,"Bulgaria","BG","BGR",7024216,"Europe"
"3497","04/05/2020",4,5,2020,24,1,"Bulgaria","BG","BGR",7024216,"Europe"
"3498","03/05/2020",3,5,2020,6,3,"Bulgaria","BG","BGR",7024216,"Europe"
"3499","02/05/2020",2,5,2020,82,3,"Bulgaria","BG","BGR",7024216,"Europe"
"3500","01/05/2020",1,5,2020,59,2,"Bulgaria","BG","BGR",7024216,"Europe"
"3501","30/04/2020",30,4,2020,48,6,"Bulgaria","BG","BGR",7024216,"Europe"
"3502","29/04/2020",29,4,2020,36,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3503","28/04/2020",28,4,2020,63,2,"Bulgaria","BG","BGR",7024216,"Europe"
"3504","27/04/2020",27,4,2020,53,1,"Bulgaria","BG","BGR",7024216,"Europe"
"3505","26/04/2020",26,4,2020,59,1,"Bulgaria","BG","BGR",7024216,"Europe"
"3506","25/04/2020",25,4,2020,91,2,"Bulgaria","BG","BGR",7024216,"Europe"
"3507","24/04/2020",24,4,2020,73,3,"Bulgaria","BG","BGR",7024216,"Europe"
"3508","23/04/2020",23,4,2020,49,4,"Bulgaria","BG","BGR",7024216,"Europe"
"3509","22/04/2020",22,4,2020,46,2,"Bulgaria","BG","BGR",7024216,"Europe"
"3510","21/04/2020",21,4,2020,14,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3511","20/04/2020",20,4,2020,37,2,"Bulgaria","BG","BGR",7024216,"Europe"
"3512","19/04/2020",19,4,2020,32,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3513","18/04/2020",18,4,2020,46,3,"Bulgaria","BG","BGR",7024216,"Europe"
"3514","17/04/2020",17,4,2020,53,2,"Bulgaria","BG","BGR",7024216,"Europe"
"3515","16/04/2020",16,4,2020,34,1,"Bulgaria","BG","BGR",7024216,"Europe"
"3516","15/04/2020",15,4,2020,28,3,"Bulgaria","BG","BGR",7024216,"Europe"
"3517","14/04/2020",14,4,2020,10,3,"Bulgaria","BG","BGR",7024216,"Europe"
"3518","13/04/2020",13,4,2020,14,1,"Bulgaria","BG","BGR",7024216,"Europe"
"3519","12/04/2020",12,4,2020,26,3,"Bulgaria","BG","BGR",7024216,"Europe"
"3520","11/04/2020",11,4,2020,11,1,"Bulgaria","BG","BGR",7024216,"Europe"
"3521","10/04/2020",10,4,2020,31,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3522","09/04/2020",9,4,2020,16,1,"Bulgaria","BG","BGR",7024216,"Europe"
"3523","08/04/2020",8,4,2020,28,1,"Bulgaria","BG","BGR",7024216,"Europe"
"3524","07/04/2020",7,4,2020,18,2,"Bulgaria","BG","BGR",7024216,"Europe"
"3525","06/04/2020",6,4,2020,28,3,"Bulgaria","BG","BGR",7024216,"Europe"
"3526","05/04/2020",5,4,2020,18,3,"Bulgaria","BG","BGR",7024216,"Europe"
"3527","04/04/2020",4,4,2020,28,4,"Bulgaria","BG","BGR",7024216,"Europe"
"3528","03/04/2020",3,4,2020,35,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3529","02/04/2020",2,4,2020,23,2,"Bulgaria","BG","BGR",7024216,"Europe"
"3530","01/04/2020",1,4,2020,40,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3531","31/03/2020",31,3,2020,13,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3532","30/03/2020",30,3,2020,15,1,"Bulgaria","BG","BGR",7024216,"Europe"
"3533","29/03/2020",29,3,2020,38,4,"Bulgaria","BG","BGR",7024216,"Europe"
"3534","28/03/2020",28,3,2020,29,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3535","27/03/2020",27,3,2020,22,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3536","26/03/2020",26,3,2020,22,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3537","25/03/2020",25,3,2020,19,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3538","24/03/2020",24,3,2020,16,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3539","23/03/2020",23,3,2020,22,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3540","22/03/2020",22,3,2020,36,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3541","21/03/2020",21,3,2020,22,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3542","20/03/2020",20,3,2020,13,1,"Bulgaria","BG","BGR",7024216,"Europe"
"3543","19/03/2020",19,3,2020,11,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3544","18/03/2020",18,3,2020,19,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3545","17/03/2020",17,3,2020,11,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3546","16/03/2020",16,3,2020,10,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3547","15/03/2020",15,3,2020,10,1,"Bulgaria","BG","BGR",7024216,"Europe"
"3548","14/03/2020",14,3,2020,8,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3549","13/03/2020",13,3,2020,16,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3550","12/03/2020",12,3,2020,3,1,"Bulgaria","BG","BGR",7024216,"Europe"
"3551","09/03/2020",9,3,2020,2,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3552","08/03/2020",8,3,2020,2,0,"Bulgaria","BG","BGR",7024216,"Europe"
"3553","16/06/2020",16,6,2020,0,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3554","15/06/2020",15,6,2020,0,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3555","14/06/2020",14,6,2020,2,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3556","13/06/2020",13,6,2020,0,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3557","12/06/2020",12,6,2020,1,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3558","11/06/2020",11,6,2020,0,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3559","10/06/2020",10,6,2020,1,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3560","09/06/2020",9,6,2020,1,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3561","08/06/2020",8,6,2020,1,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3562","07/06/2020",7,6,2020,0,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3563","06/06/2020",6,6,2020,3,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3564","05/06/2020",5,6,2020,1,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3565","04/06/2020",4,6,2020,1,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3566","03/06/2020",3,6,2020,2,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3567","02/06/2020",2,6,2020,0,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3568","01/06/2020",1,6,2020,28,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3569","31/05/2020",31,5,2020,6,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3570","30/05/2020",30,5,2020,0,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3571","29/05/2020",29,5,2020,2,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3572","28/05/2020",28,5,2020,0,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3573","27/05/2020",27,5,2020,4,1,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3574","26/05/2020",26,5,2020,9,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3575","25/05/2020",25,5,2020,18,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3576","24/05/2020",24,5,2020,0,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3577","23/05/2020",23,5,2020,2,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3578","22/05/2020",22,5,2020,3,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3579","21/05/2020",21,5,2020,3,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3580","20/05/2020",20,5,2020,10,1,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3581","19/05/2020",19,5,2020,0,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3582","18/05/2020",18,5,2020,14,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3583","17/05/2020",17,5,2020,0,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3584","16/05/2020",16,5,2020,9,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3585","15/05/2020",15,5,2020,0,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3586","14/05/2020",14,5,2020,7,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3587","13/05/2020",13,5,2020,6,1,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3588","12/05/2020",12,5,2020,9,1,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3589","11/05/2020",11,5,2020,3,1,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3590","10/05/2020",10,5,2020,4,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3591","09/05/2020",9,5,2020,8,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3592","08/05/2020",8,5,2020,7,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3593","07/05/2020",7,5,2020,41,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3594","06/05/2020",6,5,2020,16,2,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3595","05/05/2020",5,5,2020,10,1,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3596","04/05/2020",4,5,2020,10,1,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3597","03/05/2020",3,5,2020,3,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3598","02/05/2020",2,5,2020,4,1,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3599","01/05/2020",1,5,2020,4,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3600","30/04/2020",30,4,2020,3,1,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3601","29/04/2020",29,4,2020,3,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3602","28/04/2020",28,4,2020,3,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3603","27/04/2020",27,4,2020,3,1,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3604","26/04/2020",26,4,2020,3,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3605","25/04/2020",25,4,2020,10,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3606","24/04/2020",24,4,2020,7,2,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3607","23/04/2020",23,4,2020,9,1,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3608","22/04/2020",22,4,2020,19,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3609","21/04/2020",21,4,2020,5,2,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3610","20/04/2020",20,4,2020,11,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3611","19/04/2020",19,4,2020,8,1,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3612","18/04/2020",18,4,2020,14,3,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3613","17/04/2020",17,4,2020,1,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3614","16/04/2020",16,4,2020,14,2,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3615","15/04/2020",15,4,2020,13,2,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3616","14/04/2020",14,4,2020,18,1,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3617","13/04/2020",13,4,2020,13,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3618","12/04/2020",12,4,2020,36,1,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3619","11/04/2020",11,4,2020,5,2,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3620","10/04/2020",10,4,2020,29,1,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3621","09/04/2020",9,4,2020,30,4,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3622","08/04/2020",8,4,2020,20,2,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3623","07/04/2020",7,4,2020,19,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3624","06/04/2020",6,4,2020,43,1,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3625","05/04/2020",5,4,2020,14,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3626","04/04/2020",4,4,2020,0,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3627","03/04/2020",3,4,2020,27,2,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3628","02/04/2020",2,4,2020,15,2,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3629","01/04/2020",1,4,2020,24,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3630","31/03/2020",31,3,2020,42,3,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3631","30/03/2020",30,3,2020,0,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3632","29/03/2020",29,3,2020,34,6,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3633","28/03/2020",28,3,2020,0,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3634","27/03/2020",27,3,2020,32,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3635","26/03/2020",26,3,2020,15,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3636","25/03/2020",25,3,2020,24,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3637","24/03/2020",24,3,2020,11,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3638","23/03/2020",23,3,2020,0,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3639","22/03/2020",22,3,2020,24,2,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3640","21/03/2020",21,3,2020,7,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3641","20/03/2020",20,3,2020,7,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3642","19/03/2020",19,3,2020,6,1,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3643","18/03/2020",18,3,2020,0,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3644","17/03/2020",17,3,2020,17,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3645","16/03/2020",16,3,2020,0,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3646","15/03/2020",15,3,2020,1,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3647","12/03/2020",12,3,2020,0,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3648","11/03/2020",11,3,2020,2,0,"Burkina_Faso","BF","BFA",19751535,"Africa"
"3649","16/06/2020",16,6,2020,10,0,"Burundi","BI","BDI",11175378,"Africa"
"3650","15/06/2020",15,6,2020,0,0,"Burundi","BI","BDI",11175378,"Africa"
"3651","14/06/2020",14,6,2020,0,0,"Burundi","BI","BDI",11175378,"Africa"
"3652","13/06/2020",13,6,2020,0,0,"Burundi","BI","BDI",11175378,"Africa"
